state,state_abbr,year,season,scenario,scenario_label,summer_tas_c,summer_tas_c_2020,summer_tas_c_change_from_2020
Hawaii,HI,2026,JJA,ssp245,Medium emissions (SSP245),24.7924089487771,23.822799064711724,0.9696098840653843
Hawaii,HI,2027,JJA,ssp245,Medium emissions (SSP245),24.622558709851074,23.822799064711724,0.7997596451393497
Hawaii,HI,2028,JJA,ssp245,Medium emissions (SSP245),24.823431339601292,23.822799064711724,1.000632274889567
Hawaii,HI,2029,JJA,ssp245,Medium emissions (SSP245),23.98313871657124,23.822799064711724,0.1603396518595195
Hawaii,HI,2030,JJA,ssp245,Medium emissions (SSP245),24.786835550728163,23.822799064711724,0.9640364860164424
Hawaii,HI,2031,JJA,ssp245,Medium emissions (SSP245),24.676837709633507,23.822799064711724,0.8540386449217878
Hawaii,HI,2032,JJA,ssp245,Medium emissions (SSP245),24.860155152568723,23.822799064711724,1.0373560878569987
Hawaii,HI,2033,JJA,ssp245,Medium emissions (SSP245),23.927060885644714,23.822799064711724,0.10426182093299421
Hawaii,HI,2034,JJA,ssp245,Medium emissions (SSP245),24.316884421932922,23.822799064711724,0.4940853572212008
Hawaii,HI,2035,JJA,ssp245,Medium emissions (SSP245),24.620599200644737,23.822799064711724,0.7978001359330142
Hawaii,HI,2036,JJA,ssp245,Medium emissions (SSP245),24.496374142804182,23.822799064711724,0.6735750780924592
Hawaii,HI,2037,JJA,ssp245,Medium emissions (SSP245),25.079073750868197,23.822799064711724,1.2562746861564735
Hawaii,HI,2038,JJA,ssp245,Medium emissions (SSP245),24.36811566824983,23.822799064711724,0.54531660353811
Hawaii,HI,2039,JJA,ssp245,Medium emissions (SSP245),24.386468506913204,23.822799064711724,0.5636694422014835
Hawaii,HI,2040,JJA,ssp245,Medium emissions (SSP245),24.276744220644957,23.822799064711724,0.4539451559332367
Hawaii,HI,2041,JJA,ssp245,Medium emissions (SSP245),24.67126989285822,23.822799064711724,0.8484708281465029
Hawaii,HI,2042,JJA,ssp245,Medium emissions (SSP245),24.92245981007364,23.822799064711724,1.0996607453619178
Hawaii,HI,2043,JJA,ssp245,Medium emissions (SSP245),24.19001406127303,23.822799064711724,0.3672149965613072
Hawaii,HI,2044,JJA,ssp245,Medium emissions (SSP245),25.045683788109287,23.822799064711724,1.2228847233975686
Hawaii,HI,2045,JJA,ssp245,Medium emissions (SSP245),24.314990915433068,23.822799064711724,0.49219185072134847
Hawaii,HI,2046,JJA,ssp245,Medium emissions (SSP245),24.82019358160972,23.822799064711724,0.9973945168979987
Hawaii,HI,2047,JJA,ssp245,Medium emissions (SSP245),24.923064251600152,23.822799064711724,1.10026518688843
Hawaii,HI,2048,JJA,ssp245,Medium emissions (SSP245),25.27923967682001,23.822799064711724,1.4564406121082862
Hawaii,HI,2049,JJA,ssp245,Medium emissions (SSP245),25.006184070751893,23.822799064711724,1.183385006040174
Hawaii,HI,2050,JJA,ssp245,Medium emissions (SSP245),25.08108061135274,23.822799064711724,1.258281546641017
Hawaii,HI,2051,JJA,ssp245,Medium emissions (SSP245),24.67185804013544,23.822799064711724,0.8490589754237222
Hawaii,HI,2052,JJA,ssp245,Medium emissions (SSP245),25.03087906173633,23.822799064711724,1.208079997024605
