state,state_abbr,year,scenario,scenario_label,tas_c,tas_2020_c,tas_change_from_2020_c
Nebraska,NE,2021,ssp585,High emissions (SSP585),10.061090002631314,10.496200535491672,-0.4351105328603623
Nebraska,NE,2022,ssp585,High emissions (SSP585),10.629758508160613,10.496200535491672,0.13355797266894062
Nebraska,NE,2023,ssp585,High emissions (SSP585),9.638369643262239,10.496200535491672,-0.857830892229434
Nebraska,NE,2024,ssp585,High emissions (SSP585),10.552226533104266,10.496200535491672,0.05602599761258914
Nebraska,NE,2025,ssp585,High emissions (SSP585),10.15265138905348,10.496200535491672,-0.34354914643819395
Nebraska,NE,2026,ssp585,High emissions (SSP585),9.754007511642968,10.496200535491672,-0.7421930238487057
Nebraska,NE,2027,ssp585,High emissions (SSP585),11.1986948330171,10.496200535491672,0.7024942975254241
Nebraska,NE,2028,ssp585,High emissions (SSP585),9.416190645533662,10.496200535491672,-1.0800098899580128
Nebraska,NE,2029,ssp585,High emissions (SSP585),10.641612141801136,10.496200535491672,0.14541160630946134
Nebraska,NE,2030,ssp585,High emissions (SSP585),10.364849141624719,10.496200535491672,-0.131351393866955
Nebraska,NE,2031,ssp585,High emissions (SSP585),11.198845372076253,10.496200535491672,0.7026448365845802
Nebraska,NE,2032,ssp585,High emissions (SSP585),9.976841005454405,10.496200535491672,-0.5193595300372702
Nebraska,NE,2033,ssp585,High emissions (SSP585),9.68752886131809,10.496200535491672,-0.8086716741735854
Nebraska,NE,2034,ssp585,High emissions (SSP585),12.27381374416519,10.496200535491672,1.7776132086735186
Nebraska,NE,2035,ssp585,High emissions (SSP585),11.403310654476522,10.496200535491672,0.9071101189848481
Nebraska,NE,2036,ssp585,High emissions (SSP585),9.911521391711313,10.496200535491672,-0.5846791437803637
Nebraska,NE,2037,ssp585,High emissions (SSP585),10.052327057019664,10.496200535491672,-0.4438734784720089
Nebraska,NE,2038,ssp585,High emissions (SSP585),9.809802841676232,10.496200535491672,-0.6863976938154424
Nebraska,NE,2039,ssp585,High emissions (SSP585),10.602143197415861,10.496200535491672,0.1059426619241864
Nebraska,NE,2040,ssp585,High emissions (SSP585),10.431447942238387,10.496200535491672,-0.06475259325328894
Nebraska,NE,2041,ssp585,High emissions (SSP585),11.227005897597985,10.496200535491672,0.7308053621063136
Nebraska,NE,2042,ssp585,High emissions (SSP585),12.13935674172668,10.496200535491672,1.643156206235008
Nebraska,NE,2043,ssp585,High emissions (SSP585),10.085958623099978,10.496200535491672,-0.41024191239169466
Nebraska,NE,2044,ssp585,High emissions (SSP585),10.754520656371755,10.496200535491672,0.258320120880078
Nebraska,NE,2045,ssp585,High emissions (SSP585),9.656532470541368,10.496200535491672,-0.8396680649503069
Nebraska,NE,2046,ssp585,High emissions (SSP585),10.525290618660357,10.496200535491672,0.029090083168683042
Nebraska,NE,2047,ssp585,High emissions (SSP585),11.473403302264682,10.496200535491672,0.9772027667730079
Nebraska,NE,2048,ssp585,High emissions (SSP585),10.896990115636436,10.496200535491672,0.4007895801447626
Nebraska,NE,2049,ssp585,High emissions (SSP585),10.550879903964656,10.496200535491672,0.054679368472981764
Nebraska,NE,2050,ssp585,High emissions (SSP585),13.520227752633145,10.496200535491672,3.0240272171414735
Nebraska,NE,2051,ssp585,High emissions (SSP585),11.745918670087914,10.496200535491672,1.249718134596237
Nebraska,NE,2052,ssp585,High emissions (SSP585),11.656988273618222,10.496200535491672,1.1607877381265501
Nebraska,NE,2053,ssp585,High emissions (SSP585),10.815015073221323,10.496200535491672,0.318814537729649
Nebraska,NE,2054,ssp585,High emissions (SSP585),11.366179025681454,10.496200535491672,0.8699784901897807
Nebraska,NE,2055,ssp585,High emissions (SSP585),12.158776518880073,10.496200535491672,1.6625759833883986
Nebraska,NE,2056,ssp585,High emissions (SSP585),10.742725909673267,10.496200535491672,0.24652537418159234
Nebraska,NE,2057,ssp585,High emissions (SSP585),11.603912138528097,10.496200535491672,1.1077116030364225
Nebraska,NE,2058,ssp585,High emissions (SSP585),11.126658343752307,10.496200535491672,0.6304578082606325
Nebraska,NE,2059,ssp585,High emissions (SSP585),11.690625445310724,10.496200535491672,1.194424909819053
Nebraska,NE,2060,ssp585,High emissions (SSP585),12.324640446274918,10.496200535491672,1.8284399107832434
Nebraska,NE,2061,ssp585,High emissions (SSP585),11.871561180953176,10.496200535491672,1.3753606454614997
Nebraska,NE,2062,ssp585,High emissions (SSP585),12.941811249179148,10.496200535491672,2.4456107136874743
Nebraska,NE,2063,ssp585,High emissions (SSP585),12.475204060557116,10.496200535491672,1.9790035250654403
Nebraska,NE,2064,ssp585,High emissions (SSP585),11.917336589387071,10.496200535491672,1.4211360538953954
Nebraska,NE,2065,ssp585,High emissions (SSP585),11.652927701302037,10.496200535491672,1.1567271658103642
Nebraska,NE,2066,ssp585,High emissions (SSP585),13.25241584532561,10.496200535491672,2.7562153098339373
Nebraska,NE,2067,ssp585,High emissions (SSP585),11.794057795500665,10.496200535491672,1.2978572600089886
Nebraska,NE,2068,ssp585,High emissions (SSP585),12.302573524146887,10.496200535491672,1.806372988655212
Nebraska,NE,2069,ssp585,High emissions (SSP585),11.529932266486743,10.496200535491672,1.0337317309950678
Nebraska,NE,2070,ssp585,High emissions (SSP585),11.423123399516866,10.496200535491672,0.9269228640251902
Nevada,NV,2020,ssp126,Low emissions (SSP126),9.087662822223036,9.087662822223036,0.0
Nevada,NV,2021,ssp126,Low emissions (SSP126),9.240534673526987,9.087662822223036,0.15287185130395275
Nevada,NV,2022,ssp126,Low emissions (SSP126),10.237670695600467,9.087662822223036,1.1500078733774322
Nevada,NV,2023,ssp126,Low emissions (SSP126),9.049796973455987,9.087662822223036,-0.03786584876705044
Nevada,NV,2024,ssp126,Low emissions (SSP126),9.526013277658754,9.087662822223036,0.43835045543571766
Nevada,NV,2025,ssp126,Low emissions (SSP126),10.941469446912794,9.087662822223036,1.8538066246897573
Nevada,NV,2026,ssp126,Low emissions (SSP126),9.436784037067522,9.087662822223036,0.3491212148444856
Nevada,NV,2027,ssp126,Low emissions (SSP126),9.22682928577358,9.087662822223036,0.13916646355054269
Nevada,NV,2028,ssp126,Low emissions (SSP126),9.39784261129684,9.087662822223036,0.31017978907380345
Nevada,NV,2029,ssp126,Low emissions (SSP126),9.909088338407873,9.087662822223036,0.8214255161848363
Nevada,NV,2030,ssp126,Low emissions (SSP126),9.714889396319478,9.087662822223036,0.6272265740964433
Nevada,NV,2031,ssp126,Low emissions (SSP126),9.354989914398542,9.087662822223036,0.2673270921755059
Nevada,NV,2032,ssp126,Low emissions (SSP126),10.160266085478575,9.087662822223036,1.0726032632555411
Nevada,NV,2033,ssp126,Low emissions (SSP126),9.481533989905364,9.087662822223036,0.39387116768232844
Nevada,NV,2034,ssp126,Low emissions (SSP126),9.776665120377315,9.087662822223036,0.6890022981542792
Nevada,NV,2035,ssp126,Low emissions (SSP126),10.836467783527457,9.087662822223036,1.7488049613044196
Nevada,NV,2036,ssp126,Low emissions (SSP126),9.7948810780914,9.087662822223036,0.7072182558683623
Nevada,NV,2037,ssp126,Low emissions (SSP126),10.035904273708807,9.087662822223036,0.9482414514857699
Nevada,NV,2038,ssp126,Low emissions (SSP126),9.819802176444904,9.087662822223036,0.7321393542218678
Nevada,NV,2039,ssp126,Low emissions (SSP126),8.544157416895615,9.087662822223036,-0.543505405327424
Nevada,NV,2040,ssp126,Low emissions (SSP126),9.661071857107524,9.087662822223036,0.5734090348844889
Nevada,NV,2041,ssp126,Low emissions (SSP126),9.89566841234485,9.087662822223036,0.8080055901218143
Nevada,NV,2042,ssp126,Low emissions (SSP126),9.929268223056557,9.087662822223036,0.8416054008335211
Nevada,NV,2043,ssp126,Low emissions (SSP126),9.689307647741181,9.087662822223036,0.6016448255181455
